10,5,2,1.0,1.0
10,5,2,1.0,1.0
10,5,2,1.0,1.0
10,5,2,1.0,1.0
10,5,2,1.0,1.0
10,5,2,1.0,1.0
10,5,2,1.0,1.0
10,5,2,1.0,1.0
10,5,2,1.0,1.0
10,5,2,1.0,1.0
20,5,2,1.0,1.0
20,5,2,1.0,1.0
20,5,2,1.0,1.0
20,5,2,1.0,1.0
20,5,2,1.0,1.0
20,5,2,1.0,1.0
20,5,2,1.0,1.0
20,5,2,1.0,1.0
20,5,2,1.0,1.0
20,5,2,1.0,1.0
30,5,2,1.0,1.0
30,5,2,1.0,1.0
30,5,2,1.0,1.0
30,5,2,1.0,1.0
30,5,2,1.0,1.0
30,5,2,1.0,1.0
30,5,2,1.0,1.0
30,5,2,1.0,1.0
30,5,2,1.0,1.0
30,5,2,1.0,1.0
40,5,2,1.0,1.0
40,5,2,1.0,1.0
40,5,2,1.0,1.0
40,5,2,1.0,1.0
40,5,2,1.0,1.0
40,5,2,1.0,1.0
40,5,2,1.0,1.0
40,5,2,1.0,1.0
40,5,2,1.0,1.0
40,5,2,1.0,1.0
50,5,2,1.0,1.0
50,5,2,1.0,1.0
50,5,2,1.0,1.0
50,5,2,1.0,1.0
50,5,2,1.0,1.0
50,5,2,1.0,1.0
50,5,2,1.0,1.0
50,5,2,1.0,1.0
50,5,2,1.0,1.0
50,5,2,1.0,1.0
60,5,2,1.0,1.0
60,5,2,1.0,1.0
60,5,2,1.0,1.0
60,5,2,1.0,1.0
60,5,2,1.0,1.0
60,5,2,1.0,1.0
60,5,2,1.0,1.0
60,5,2,1.0,1.0
60,5,2,1.0,1.0
60,5,2,1.0,1.0
70,5,2,1.0,1.0
70,5,2,1.0,1.0
70,5,2,1.0,1.0
70,5,2,1.0,1.0
70,5,2,1.0,1.0
70,5,2,1.0,1.0
70,5,2,1.0,1.0
70,5,2,1.0,1.0
70,5,2,1.0,1.0
70,5,2,1.0,1.0
80,5,2,1.0,1.0
80,5,2,1.0,1.0
80,5,2,1.0,1.0
80,5,2,1.0,1.0
80,5,2,1.0,1.0
80,5,2,1.0,1.0
80,5,2,1.0,1.0
80,5,2,1.0,1.0
80,5,2,1.0,1.0
80,5,2,1.0,1.0
90,5,2,1.0,1.0
90,5,2,1.0,1.0
90,5,2,1.0,1.0
90,5,2,1.0,1.0
90,5,2,1.0,1.0
90,5,2,1.0,1.0
90,5,2,1.0,1.0
90,5,2,1.0,1.0
90,5,2,1.0,1.0
90,5,2,1.0,1.0
